timestamp,host,platform,git_commit,llama_bench_version,model_file,model_name,quant,arch,split,file_bytes,n_params,n_active_params,n_layers,n_kv_heads,head_dim,n_expert,n_expert_used,n_gpu_layers,n_prompt,n_gen,n_depth,n_threads,flash_attn,type_k,type_v,n_batch,n_ubatch,test,avg_ts,stddev_ts,avg_ns,stddev_ns,samples_ts,settle_s,repetitions,backend,load_before,load_after,attempts,kept_cv_pct,max_cv_pct,error
2026-08-30T12:47:04.417375-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],NVIDIA-Nemotron-3-Nano-4B-Q4_K_M.gguf,NVIDIA-Nemotron-3-Nano-4B-Q4_K_M,Q4_K_M,nemotron_h,,2837072896,3973556832,3973556832,42,40,128,0,0,99,512,0,0,12,1,f16,f16,2048,512,,1292.016767,2.078765,396280508,638542,"[1294.06, 1292.78, 1293.26, 1291.16, 1288.82]",45.0,5,"BLAS,MTL",,,,,,
2026-08-30T12:47:04.417375-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],NVIDIA-Nemotron-3-Nano-4B-Q4_K_M.gguf,NVIDIA-Nemotron-3-Nano-4B-Q4_K_M,Q4_K_M,nemotron_h,,2837072896,3973556832,3973556832,42,40,128,0,0,99,0,128,0,12,1,f16,f16,2048,512,,93.518955,0.131423,1368708650,1926051,"[93.6078, 93.5203, 93.3009, 93.5306, 93.6352]",45.0,5,"BLAS,MTL",,,,,,
2026-08-30T12:47:04.417375-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],NVIDIA-Nemotron-3-Nano-4B-Q4_K_M.gguf,NVIDIA-Nemotron-3-Nano-4B-Q4_K_M,Q4_K_M,nemotron_h,,2837072896,3973556832,3973556832,42,40,128,0,0,99,512,0,4096,12,1,f16,f16,2048,512,,1193.18653,13.123174,429144766,4739460,"[1174.43, 1186.31, 1195.48, 1202.37, 1207.34]",45.0,5,"BLAS,MTL",,,,,,
2026-08-30T12:47:04.417375-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],NVIDIA-Nemotron-3-Nano-4B-Q4_K_M.gguf,NVIDIA-Nemotron-3-Nano-4B-Q4_K_M,Q4_K_M,nemotron_h,,2837072896,3973556832,3973556832,42,40,128,0,0,99,0,128,4096,12,1,f16,f16,2048,512,,92.302641,0.090013,1386743608,1353325,"[92.2051, 92.2034, 92.3712, 92.3584, 92.3751]",45.0,5,"BLAS,MTL",,,,,,
2026-08-30T12:47:04.417375-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],NVIDIA-Nemotron-3-Nano-4B-Q4_K_M.gguf,NVIDIA-Nemotron-3-Nano-4B-Q4_K_M,Q4_K_M,nemotron_h,,2837072896,3973556832,3973556832,42,40,128,0,0,99,512,0,16384,12,1,f16,f16,2048,512,,920.718977,8.400983,556124016,5049574,"[933.458, 923.95, 919.328, 914.259, 912.6]",45.0,5,"BLAS,MTL",,,,,,
2026-08-30T12:47:04.417375-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],NVIDIA-Nemotron-3-Nano-4B-Q4_K_M.gguf,NVIDIA-Nemotron-3-Nano-4B-Q4_K_M,Q4_K_M,nemotron_h,,2837072896,3973556832,3973556832,42,40,128,0,0,99,0,128,16384,12,1,f16,f16,2048,512,,80.190707,3.339466,1598370874,65348415,"[85.2393, 80.4915, 76.921, 77.3936, 80.9082]",45.0,5,"BLAS,MTL",,,,,,
2026-08-30T12:49:25.827494-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],Qwen3.5-4B-Q4_K_M.gguf,Qwen3.5-4B-Q4_K_M,Q4_K_M,qwen35,,2740937888,4205751296,4205751296,32,4,256,0,0,99,512,0,0,12,1,f16,f16,2048,512,,602.838165,118.710609,880960391,203056178,"[722.02, 421.414, 554.456, 638.273, 678.028]",45.0,5,"BLAS,MTL",,,,,,
2026-08-30T12:49:25.827494-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],Qwen3.5-4B-Q4_K_M.gguf,Qwen3.5-4B-Q4_K_M,Q4_K_M,qwen35,,2740937888,4205751296,4205751296,32,4,256,0,0,99,0,128,0,12,1,f16,f16,2048,512,,45.719484,6.816665,2849731216,423919274,"[55.5212, 37.0141, 44.7267, 48.2193, 43.1161]",45.0,5,"BLAS,MTL",,,,,,
2026-08-30T12:49:25.827494-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],Qwen3.5-4B-Q4_K_M.gguf,Qwen3.5-4B-Q4_K_M,Q4_K_M,qwen35,,2740937888,4205751296,4205751296,32,4,256,0,0,99,512,0,4096,12,1,f16,f16,2048,512,,555.249458,18.525809,922921450,30483126,"[582.049, 537.859, 537.446, 559.392, 559.5]",45.0,5,"BLAS,MTL",,,,,,
2026-08-30T12:49:25.827494-07:00,lun-mac,Darwin-arm64,nogit,usage: /opt/homebrew/bin/llama-bench [options],Qwen3.5-4B-Q4_K_M.gguf,Qwen3.5-4B-Q4_K_M,Q4_K_M,qwen35,,2740937888,4205751296,4205751296,32,4,256,0,0,99,0,128,4096,12,1,f16,f16,2048,512,,52.443458,1.154511,2441651983,52704552,"[52.5428, 51.409, 51.7628, 52.1371, 54.3656]",45.0,5,"BLAS,MTL",,,,,,
